Anlong Veng : Oddar Meanchey Province,images/Anlong Veng.jpg,Former Khmer Rouge stronghold near Thai border featuring Pol Pot's grave; Ta Mok's house; and historical sites from final period of civil war. Dark tourism destination with important historical significance.,"https://maps.google.com/maps?q=Anlong+Veng,+Cambodia"
Preah Vihear Temple Access : Preah Vihear Temple Access,images/Preah Vihear Temple Access.jpg,Alternative route to famous clifftop temple through less-developed access road. More adventurous approach with stunning mountain scenery and fewer crowds.,"https://maps.google.com/maps?q=Preah+Vihear+Temple+Access,+Oddar+Meanchey,+Cambodia"
Pailin Town : Pailin Province,images/Pailin Town.jpg,Former gem mining town near Thai border known for rubies and sapphires. Historical significance as Khmer Rouge stronghold; now developing ecotourism around Cardamom Mountains.,"https://maps.google.com/maps?q=Pailin,+Cambodia"
Phnom Yat : Pailin Province,images/Phnom Yat.jpg,Sacred mountain with ancient temple ruins and panoramic border views. Hiking trails through forest to summit shrine popular with local pilgrims.,"https://maps.google.com/maps?q=Phnom+Yat,+Pailin,+Cambodia"
Tboung Khmum Town : Tboung Khmum Province,images/Tboung Khmum Town.jpg,Newest province established in 2013; featuring agricultural landscapes; traditional villages; and access to Mekong River activities. Authentic rural experience off tourist radar.,"https://maps.google.com/maps?q=Tboung+Khmum,+Cambodia"
Kampong Chhnang Town : Kampong Chhnang Province,images/Kampong Chhnang Town.jpg,"""Port of Pottery"" famous for traditional ceramic production and floating villages on Tonle Sap River. Pottery workshops; river cruises; and authentic artisan culture.","https://maps.google.com/maps?q=Kampong+Chhnang,+Cambodia"
Floating Villages : Kampong Chhnang Province,images/Floating Villages.jpg,Traditional floating communities adapting to seasonal water level changes. Experience authentic river life; fishing techniques; and water-based transportation systems.,"https://maps.google.com/maps?q=Floating+Villages+Kampong+Chhnang,+Cambodia"
Kampong Cham Town : Kampong Cham Province,images/Kampong Cham Town.jpg,Historic Mekong River town with French colonial architecture; traditional markets; and important Buddhist temples. Bamboo bridge to Koh Paen island during dry season.,"https://maps.google.com/maps?q=Kampong+Cham,+Cambodia"
Wat Nokor Temple : Kampong Cham Province,images/Wat Nokor Temple.jpg,11th-century temple complex built within modern Buddhist monastery. Unique combination of ancient Angkorian ruins and active religious site with monks' daily activities.,"https://maps.google.com/maps?q=Wat+Nokor,+Kampong+Cham,+Cambodia"
Koh Paen Island,images/Koh Paen Island.jpg,Island connected by famous bamboo bridge rebuilt annually after monsoon floods. Traditional farming community; cycling tours; and seasonal bridge engineering marvel.,"https://maps.google.com/maps?q=Koh+Paen,+Kampong+Cham,+Cambodia"
Koh Kong Island,images/Koh Kong Island.jpg,Pristine island off Koh Kong coast with white sand beaches; clear water; and minimal development. Perfect for snorkeling; diving; and escaping all tourist crowds.,"https://maps.google.com/maps?q=Koh+Kong+Island,+Cambodia"
Koh Sdach Island ,images/Koh Sdach Island.jpg,Remote fishing island community accessible by boat from Koh Kong. Traditional stilted village; excellent seafood; and authentic maritime culture experience.,"https://maps.google.com/maps?q=Koh+Sdach,+Cambodia"
Koh Tang Island,images/Koh Tang Island.jpg,Outer island with pristine coral reefs; excellent diving; and historical significance as site of last American battle in Vietnam War. Advanced diving destination with strong currents.,"https://maps.google.com/maps?q=Koh+Tang,+Cambodia"
Koh Totang Island,images/Koh Totang Island.jpg,Small private island resort near Koh Kong with luxury eco-lodges; pristine beaches; and excellent snorkeling. Exclusive destination for high-end ecotourism.,"https://maps.google.com/maps?q=Koh+Totang,+Cambodia"
